,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA,VR_VOTO
5219,CARLOS RIBEIRO DOS SANTOS,CARLINHOS DA PINDOBA,LAJE,PL,SUPLENTE,154,0.0,0.0,0.0
28918,WALDENEY FERREIRA ARAUJO,IRINEU ARAUJO,BARREIRAS,PT,NÃO ELEITO,146,0.0,0.0,0.0
31474,NILDIS MARIA DE SANTANA,PROFESSORA NILDIS,VERA CRUZ,PT,NÃO ELEITO,14,0.0,0.0,0.0
7310,JOSE FILHO ALVES,COELHO,LUÍS EDUARDO MAGALHÃES,PODE,SUPLENTE,106,0.0,772.45,0.0
31475,ENELI MARIA DOS SANTOS,EKEDJI ENELI,VERA CRUZ,PT,NÃO ELEITO,9,0.0,0.0,0.0
31476,MANOEL DA CRUZ ALVES,BIRIGUIDI,VERA CRUZ,PT,NÃO ELEITO,100,0.0,0.0,0.0
7309,RONALDO DA SILVA PIRES,RONALDO DO POVÃO,LUÍS EDUARDO MAGALHÃES,PODE,SUPLENTE,41,0.0,772.45,0.0
31477,GEAN PEREIRA DOS ANJOS,GEAN PEREIRA,VERA CRUZ,PT,NÃO ELEITO,109,0.0,0.0,0.0
31443,ITAYAN SANTOS DE LIMA,ITAYAN,ALAGOINHAS,PODE,NÃO ELEITO,170,0.0,228.96,0.0
5047,ROSELI PEREIRA DO AMARAL,ROSELI DO PADRE PIAZZA,MURITIBA,PSB,SUPLENTE,6,0.0,0.0,0.0
5196,JOSÉ JOEL BARROS LIMA,PROFESSOR JOEL,PAULO AFONSO,PT,NÃO ELEITO,67,0.0,2095.0,0.0
31263,ELISANGELA DIAS DOS SANTOS,TIA LI,CAATIBA,PSB,SUPLENTE,89,0.0,500.0,0.0
7376,ESTER MESQUITA ALVES SILVA PEREIRA,ESTER SILVA,BREJÕES,PT,SUPLENTE,2,0.0,0.0,0.0
31261,EDINALDO ALMEIDA DA SILVA,TIM DO BAR,CAATIBA,PSB,SUPLENTE,82,0.0,500.0,0.0
28940,JOSECI ALVES CARDOSO,SINVAL PEDREIRO DO NOVA ESPERA,URUÇUCA,PSD,NÃO ELEITO,43,0.0,370.0,0.0
31410,LUANA CARNEIRO CALMON CERQUEIRA,LUANA CALMON,ITABERABA,PSD,SUPLENTE,265,0.0,500.0,0.0
31411,ELISANDRA OLIVEIRA,SANDRA OLIVEIRA,ITABERABA,PSD,SUPLENTE,32,0.0,0.0,0.0
31412,CARLOS ANTONIO SANTOS DA SILVA,BIRA DA AGUA DE COCO,ITABERABA,PSD,SUPLENTE,45,0.0,500.0,0.0
28939,RAMILTON DE JESUS NASCIMENTO,BARRIGA,URUÇUCA,PSD,NÃO ELEITO,23,0.0,370.0,0.0
31414,HELIO PEREIRA DA SILVA,HELIO CI,ITABERABA,PSD,SUPLENTE,77,0.0,500.0,0.0
5069,VANDERLEI CHAVES MACHADO,MACHADINHO,MAETINGA,PT,SUPLENTE,28,0.0,570.0,0.0
31260,VALDÍVIO SILVA RIBEIRO,VALDÍVIO DO PÉ DE LADEIRA,CAATIBA,PSB,SUPLENTE,84,0.0,500.0,0.0
28938,GILSON SOUZA DOS SANTOS OLIVEIRA,GILSON SOUZA,URUÇUCA,PSD,NÃO ELEITO,36,0.0,370.0,0.0
31417,EDIVAN DOS SANTOS SOUZA,PEDRO DE LARA,ITAMBÉ,PT,SUPLENTE,27,0.0,330.0,0.0
5067,LUIS SOUSA OLIVEIRA,LUIS DE TRAJANO,MAETINGA,PT,SUPLENTE,175,0.0,270.0,0.0
31419,MARIA REGINA FRANÇA BORGES,REGINA,ITAMBÉ,PT,SUPLENTE,1,0.0,600.0,0.0
29042,SILVIO MOREIRA RIBEIRO,SILVIO DA FAZENDA CAMPO,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,166,0.0,0.0,0.0
31420,SIMONE VILARINHO BRITO,SIMONE,ITAMBÉ,PT,SUPLENTE,1,0.0,600.0,0.0
28937,JOSÉ CARLOS OLIVEIRA SANTOS,BURRINHO,URUÇUCA,PSD,NÃO ELEITO,9,0.0,370.0,0.0
5180,JURANDIR NEVES BARBOSA FILHO,JUNIOR DE JURANDIR,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,61,0.0,150.0,0.0
29038,CLEYDSON MATOS PAIM,CLEYDSON MITHIÊ,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,145,0.0,9000.0,0.0
31441,ADALICIO REIS RODRIGUES,ADALICIO REIS,ALAGOINHAS,PODE,NÃO ELEITO,48,0.0,0.0,0.0
7377,MARCOS SOUZA SILVA,PROFESSOR MARCOS,BREJÕES,PT,SUPLENTE,104,0.0,200.0,0.0
31272,VALTEIR PEREIRA COSTA,VALTEIR DO ASSENTAMENTO,ÁGUA FRIA,PL,SUPLENTE,43,0.0,0.0,0.0
5080,IARA TRINDADE DOS SANTOS,IARA TRINDADE,CANDEIAS,PSC,NÃO ELEITO,332,0.0,2009.0,0.0
31271,ROSILENE SOUZA LOPES,ROSILENE,CAATIBA,PSB,SUPLENTE,3,0.0,500.0,0.0
31270,ERISNALDO TAVARES VIANA,LANDO VIANA,CAATIBA,PSB,SUPLENTE,22,0.0,500.0,0.0
5078,JURACY PEREIRA JURITY,JURACY DA PINDOBA,CANDEIAS,PSC,NÃO ELEITO,3,0.0,1109.0,0.0
28941,ROSENILDO GUEDES DE JESUS,RO DA LOTERICA,URUÇUCA,PSD,NÃO ELEITO,147,0.0,370.0,0.0
5076,CAIO FELIPE CORREIA MELO,CAIO DE PAPÁ,CANDEIAS,PSC,NÃO ELEITO,1,0.0,0.0,0.0
29033,CELMA COLETA BARBOSA,CELMA COLETA,PORTO SEGURO,PSD,SUPLENTE,3,0.0,250.0,0.0
31406,MEIRE SILVA,MEIRE SILVA,ITABERABA,PSD,SUPLENTE,37,0.0,0.0,0.0
31407,DIOGENES JACOBSON DE CARVALHO MOURA,DIOGENES CD,ITABERABA,PSD,SUPLENTE,7,0.0,0.0,0.0
7385,JOSEVALDO DOS SANTOS ALMEIDA,BOLINHA,BREJÕES,PT,SUPLENTE,13,0.0,0.0,0.0
31408,MANOEL JOAO JESUS DA SILVA,RAPOSA,ITABERABA,PSD,SUPLENTE,220,0.0,250.0,0.0
5073,EDSON SANTOS OLIVEIRA,EDSON,MAETINGA,PT,SUPLENTE,85,0.0,570.0,0.0
31266,CLERIO JEAN DE SOUSA BARROS,JEAN DA SERRA PELADA,CAATIBA,PSB,SUPLENTE,64,0.0,500.0,0.0
31265,JOSÉ BONFIN DE ARAÚJO,ZÉ DE PIANO,CAATIBA,PSB,SUPLENTE,111,0.0,500.0,0.0
7384,VANESSA DOS SANTOS ARRUDA,VANESSA DA SAUDE,BREJÕES,PT,SUPLENTE,41,0.0,0.0,0.0
7378,EDSON DE JESUS OLIVEIRA,TIBURCIO,BREJÕES,PT,SUPLENTE,119,0.0,0.0,0.0
29044,RAIMUNDO DOS SANTOS DE MIRANDA,RAIMUNDO MIRANDA,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,188,0.0,0.0,0.0
5181,ANDERSON NUNES DE SOUZA,POPO,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,69,0.0,0.0,0.0
5183,JAILSON MARTINS CAMPOS,JAILSON TRECHEIRO,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,46,0.0,0.0,0.0
5185,JOSIVAN SILVA DE SÁ,VAN DA INJECAR,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,147,0.0,0.0,0.0
5193,EVANDRO ARAÚJO PAIVA,EVANDRO PAIVA,PAULO AFONSO,PT,NÃO ELEITO,35,0.0,1335.0,0.0
28934,DULCELIR DIAS DE QUEIROZ DA SILVA,PROFESSORA DULCE QUEIROZ,URUÇUCA,PSD,NÃO ELEITO,31,0.0,370.0,0.0
28933,CRISTINA SANTOS DE SOUZA,TININHA,URUÇUCA,PSD,NÃO ELEITO,3,0.0,370.0,0.0
28932,GENIVALDO SOUSA VIEIRA,GG DO ENTROCAMENTO,ENCRUZILHADA,PDT,SUPLENTE,32,0.0,620.0,0.0
5054,DANIELE DE JESUS CONCEIÇÃO,DANY DA RIFA,MURITIBA,PSB,SUPLENTE,6,0.0,0.0,0.0
7343,SILVANIA ALVES BATISTA VIANA,SILVÂNIA DO DESINFETANTE,ITAPÉ,PC do B,SUPLENTE,8,0.0,850.8299999999999,0.0
5053,RAIMUNDO ALVES DE SOUZA,GURI DA BAIXA GRANDE,MURITIBA,PSB,SUPLENTE,26,0.0,0.0,0.0
7338,GILVAN VIEIRA DA SILVA,VAN DE ALBENI,ITAPÉ,PC do B,SUPLENTE,148,0.0,850.8299999999999,0.0
28930,RENATA DE ARAÚJO SOUSA,RENATA DE LEU,ENCRUZILHADA,PDT,ELEITO POR MÉDIA,500,0.0,1680.0,0.0
5051,ROGERIO ADOLFO DA COSTA,ROGÉRIO COSTA,MURITIBA,PSB,SUPLENTE,4,0.0,0.0,0.0
7335,JOSÉ DILSON CONSTANTINO SANTOS,ZÉ DILSON,ITAPÉ,PP,SUPLENTE,73,0.0,802.33,0.0
31437,MARIA APARECIDA RIBEIRO DA SILVA TEIXEIRA,CIDA DE CARLITO,ITAETÉ,PP,SUPLENTE,21,0.0,500.0,0.0
7330,ANGELA LIMA,ANGELA DE CANDIDO BISPO,ITAPÉ,PP,SUPLENTE,20,0.0,802.33,0.0
5194,JAIRO AUGUSTO DE VASCONCELOS,JAIRO VIGILANTE,PAULO AFONSO,PT,NÃO ELEITO,10,0.0,500.0,0.0
5050,VAGNER CONCEIÇÃO SANTANA,VAGNER DOS PALAMES,MURITIBA,PSB,SUPLENTE,24,0.0,0.0,0.0
5048,EDNEI ROCHA ALVARENGA DA SILVA,NEI DA FILARMÔNICA,MURITIBA,PSB,SUPLENTE,16,0.0,0.0,0.0
31440,ADEMIR ALVES CHAVES,TABACO,ALAGOINHAS,PODE,NÃO ELEITO,17,0.0,228.96,0.0
28935,FABIO GUEDES DA COSTA,FABIO GUEDES,URUÇUCA,PSD,NÃO ELEITO,58,0.0,370.0,0.0
28936,IVO BATISTA DE JESUS,IVO DO SINDICATO,URUÇUCA,PSD,NÃO ELEITO,19,0.0,370.0,0.0
5191,IVY MARCIA DA SILVA CAVALCANTE,MARCIA DA SAÚDE,PAULO AFONSO,PT,NÃO ELEITO,19,0.0,2120.0,0.0
29046,JOSÉ LUIS PINTO DOS SANTOS,ZECO DA CAPIVARA,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,183,0.0,0.0,0.0
29045,RAFAEL DOS SANTOS OLIVEIRA,IRMÃO RAFAEL CABELOS,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,13,0.0,0.0,0.0
31421,ADÉLIA DE JESUS TRINDADE,ADÉLIA TRINDADE,ITAMBÉ,PT,SUPLENTE,1,0.0,600.0,0.0
5186,WILSON SANTOS MARINHO,WILSON MARINHO,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,103,0.0,0.0,0.0
5065,EDIANE VIEIRA QUEIROZ,EDIANE,MAETINGA,PT,SUPLENTE,13,0.0,570.0,0.0
5060,ANACI DOS SANTOS SAMPAIO,TICO MANICURE,MURITIBA,PSB,SUPLENTE,90,0.0,0.0,0.0
5059,FERNANDA DE OLIVEIRA MOURA,FERNANDA DE JANETE,MURITIBA,PSB,SUPLENTE,85,0.0,0.0,0.0
31425,MARIA DO CARMO AGUIAR DA SILVA,CARMINHA,ITAMBÉ,PT,SUPLENTE,10,0.0,600.0,0.0
5058,CILÍRIO VITORIANO DE JESUS,CILÍRIO,MURITIBA,PSB,SUPLENTE,79,0.0,0.0,0.0
5190,SILVIO CESAR JUVIANO DOS SANTOS,SILVIO JUVIANO,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,36,0.0,0.0,0.0
5057,UENDEL DA SILVA DE ALBERGARIA,WENDEL ALBERGARIA,MURITIBA,PSB,SUPLENTE,34,0.0,0.0,0.0
5187,MARISE FERREIRA DA SILVA,MARISE FERREIRA,PAULO AFONSO,SOLIDARIEDADE,SUPLENTE,53,0.0,0.0,0.0
29051,HÉLIO SIMÃO RODRIGUES,BIMBA DE SANTO ANDRÉ,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,196,0.0,0.0,0.0
5056,BARTOLOMEU GUIMARÃES COSTA,BETO,MURITIBA,PSB,ELEITO POR QP,417,0.0,0.0,0.0
5055,CATIA MARIA OLIVEIRA CERQUEIRA,PROFESSORA CATIA,MURITIBA,PSB,SUPLENTE,149,0.0,0.0,0.0
29053,SANDOVAL MOREIRA ARAUJO FILHO,CAMPEÃO VETERINÁRIO,SÃO SEBASTIÃO DO PASSÉ,SOLIDARIEDADE,SUPLENTE,205,0.0,0.0,0.0
31431,MICHELE DOS SANTOS DE SOUZA,MICHELE DE BANANEIRAS,ITAETÉ,PP,SUPLENTE,28,0.0,500.0,0.0
31394,OZANA DE JESUS SANTOS,POQUINHA DO ARROCHA,IRARÁ,PSB,SUPLENTE,13,0.0,500.0,0.0
6514,MARIA DE LOURDES SANTOS LISBOA,MISSIONÁRIA DINHA,CAMAÇARI,CIDADANIA,SUPLENTE,156,0.0,4466.13,0.0
7555,MARCOS LIMA NASCIMENTO,MARQUINHOS PANTERAS,FILADÉLFIA,PDT,SUPLENTE,71,0.0,125.0,0.0
7727,PERICLES SOUSA NASCIMENTO,PERICLES,ITAJU DO COLÔNIA,PSD,SUPLENTE,10,0.0,67.6,0.0
28611,SIDICLEI LUZ SANTOS,SIDICLEI,ITORORÓ,PC do B,NÃO ELEITO,137,0.0,848.5,0.0
32031,TAISLANE SANTOS LIMA,TAISLANE DA DUPLA FÉ,EUNÁPOLIS,PSL,NÃO ELEITO,23,0.0,474.65,0.0
32032,OLIVIO FILHO ANDRADE SILVA,VIVINHO,EUNÁPOLIS,PSL,NÃO ELEITO,37,0.0,0.0,0.0
32034,EDER BARBOSA DE JESUS,EDER BARBOSA,EUNÁPOLIS,PSL,NÃO ELEITO,131,0.0,0.0,0.0
28609,ELIZIA RIBEIRO DOS SANTOS,ELIZIA,ITORORÓ,CIDADANIA,NÃO ELEITO,18,0.0,838.3,0.0
32035,FREDISON PAIXAO FERREIRA DA SILVA,MISSIONARIO FRED,EUNÁPOLIS,PSL,NÃO ELEITO,64,0.0,0.0,0.0
28608,JOÃO JOSÉ DE FRANÇA,JOÃO DO PÃO,ITORORÓ,CIDADANIA,NÃO ELEITO,1,0.0,838.8,0.0
32036,JOSIVANE BORGES GOVEIA,JOSIVANE,EUNÁPOLIS,PSL,NÃO ELEITO,1,0.0,0.0,0.0
28607,VALDEMIR ROSA DOS SANTOS,PRETINHO DO RADIO,ITORORÓ,CIDADANIA,NÃO ELEITO,13,0.0,838.8,0.0
32037,ISAC DOS SANTOS DAMASCENA,ISAC DAMASCENA,EUNÁPOLIS,PSL,NÃO ELEITO,54,0.0,0.0,0.0
32038,FRANCISCO BAHIA CHAGAS,CHICÃO DA GUARDA MIRIM,EUNÁPOLIS,PSL,NÃO ELEITO,139,0.0,0.0,0.0
32030,VALDIR LIRA,SARGENTO LIRA,EUNÁPOLIS,PSL,NÃO ELEITO,68,0.0,0.0,0.0
7728,MARCOS VINICIOS DE SOUZA ALVES,BUJIJA DO ROLETE,ITAJU DO COLÔNIA,PSD,SUPLENTE,55,0.0,67.6,0.0
32039,ANTÔNIO CARLOS BERTULINO DOS SANTOS,BILU SOM,EUNÁPOLIS,PSL,NÃO ELEITO,58,0.0,0.0,0.0
28604,DIONEI PINHEIRO SANTOS ALVES,DIONEI,ITORORÓ,CIDADANIA,NÃO ELEITO,1,0.0,838.8,0.0
32040,ANA LUIZA SANTANA DA SILVA,LUIZA,EUNÁPOLIS,PSL,NÃO ELEITO,4,0.0,0.0,0.0
32041,WANDERLEY PEREIRA DOS SANTOS,WANDO TAXI,EUNÁPOLIS,PSL,NÃO ELEITO,25,0.0,0.0,0.0
32042,RONIVALDO DIAS DAS VIRGENS,JUNIOR ROCHA,EUNÁPOLIS,PSL,NÃO ELEITO,1,0.0,0.0,0.0
32043,ANTÔNIO CARLOS DE JESUS,POEIRA DA BAHIA,EUNÁPOLIS,PSL,NÃO ELEITO,42,0.0,0.0,0.0
32044,ANTONIO DE JESUS SANTOS,TIL TONHO SIMPLICIO,EUNÁPOLIS,PSL,NÃO ELEITO,3,0.0,0.0,0.0
32045,MANOEL BRUNO DE SOUZA CHAGAS,BRUNO DO TRIGO,EUNÁPOLIS,PSL,NÃO ELEITO,123,0.0,0.0,0.0
28603,LINDOMAR CARSOSO DA SILVA,LINDÃO,ITORORÓ,CIDADANIA,NÃO ELEITO,29,0.0,838.8,0.0
28612,ADSON DA PAZ AMORIM,ADSON,ITORORÓ,PC do B,NÃO ELEITO,4,0.0,848.5,0.0
32029,VERALUCIA DE LIMA SALES PEREIRA,VERA DO PEQUI,EUNÁPOLIS,PSL,NÃO ELEITO,13,0.0,0.0,0.0
32047,ELEZEITA SALLES DA SILVA,PROFESSORA SALLES,EUNÁPOLIS,PSL,NÃO ELEITO,17,0.0,0.0,0.0
32018,ARY MATOS DE FARIAS,ARY MATOS,PRADO,PSDB,NÃO ELEITO,20,0.0,128.0,0.0
28620,IVANI LOPES DE SOUSA,IVANI LOPES,ITORORÓ,PC do B,NÃO ELEITO,6,0.0,848.5,0.0
28619,FLÁVIA SABRINA DE JESUS,FLAVIA DA CASA DO PÃO,ITORORÓ,PC do B,NÃO ELEITO,18,0.0,848.5,0.0
32012,ILDINEIA DE SOUZA SANTOS,PROFESSORA NEIA,PRADO,PSDB,NÃO ELEITO,84,0.0,128.0,0.0
28618,ISMÊNIA BARRETO VIANA,ISMENIA DO LETE,ITORORÓ,PC do B,NÃO ELEITO,48,0.0,848.5,0.0
32013,ELIEL FRANCISCO DOS SANTOS,NEGUIM DO FRANGO,PRADO,PSDB,NÃO ELEITO,75,0.0,128.0,0.0
32014,FERNANDA ALVES XAVIER,FERNANDA DO GUARANI,PRADO,PSDB,NÃO ELEITO,11,0.0,128.0,0.0
32015,PAULO SERGIO OLIVEIRA PIRES,PAULO BORRACHA,PRADO,PSDB,NÃO ELEITO,87,0.0,128.0,0.0
32016,VALMOR FERREIRA MAGALHAES,VALMOR DO GUARANI,PRADO,PSDB,NÃO ELEITO,11,0.0,128.0,0.0
28617,FLORISVALDO GONÇALVES PEREIRA,LOURÃO,ITORORÓ,PC do B,NÃO ELEITO,14,0.0,848.5,0.0
32017,WAGNO PINTO DA HORA,CAPITÃO WAGNO,PRADO,PSDB,NÃO ELEITO,14,0.0,128.0,0.0
32019,CELSO RICARDO DOS SANTOS FERNANDES,CELSO XULIPA,PRADO,PSDB,NÃO ELEITO,8,0.0,128.0,0.0
28613,DANIELA LEITE DA SILVA,DANIELA LEITE,ITORORÓ,PC do B,NÃO ELEITO,13,0.0,348.5,0.0
32020,MANOEL FERREIRA DIAS,SARIGA,MATA DE SÃO JOÃO,PSC,NÃO ELEITO,1,0.0,489.3,0.0
32021,ALINE LEAL SACRAMENTO SANTOS,ALINE LEAL,MATA DE SÃO JOÃO,PSC,NÃO ELEITO,6,0.0,489.3,0.0
32022,JOSE ANANIAS DE ARAUJO,NANI FURINGA,MATA DE SÃO JOÃO,PSC,NÃO ELEITO,16,0.0,489.3,0.0
32023,FAUSTO DA COSTA RIBEIRO NETO,FAU,MATA DE SÃO JOÃO,PSC,NÃO ELEITO,12,0.0,489.3,0.0
32024,EDIVALDO DE JESUS CONCEIÇÃO,ZÉ ALIMENTOS,MATA DE SÃO JOÃO,PSC,NÃO ELEITO,19,0.0,489.3,0.0
32025,JUÇARA MARIA DE ARAUJO,JUÇARA,MATA DE SÃO JOÃO,PSC,NÃO ELEITO,10,0.0,489.3,0.0
28616,IBELMÁRIO OLIVEIRA DOS SANTOS JÚNIOR,JUNINHO DE BEZINHO,ITORORÓ,PC do B,NÃO ELEITO,60,0.0,848.5,0.0
28614,CLEIDE DOS SANTOS ALVES,PROFESSOREA CLEINHA,ITORORÓ,PC do B,NÃO ELEITO,9,0.0,848.5,0.0
4592,PEDRO DOS SANTOS,PEDÃO PAROXITONA,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,13,0.0,0.0,0.0
32027,ELIANE LESSIO,LIU DAS TRUFAS,EUNÁPOLIS,PSL,NÃO ELEITO,56,0.0,0.0,0.0
32046,DJALMA MACHADO MARTINS,PAPAI NOEL,EUNÁPOLIS,PSL,NÃO ELEITO,28,0.0,0.0,0.0
28602,ANTONIO JOSÉ DE FRANÇA,TOI GAZO,ITORORÓ,CIDADANIA,NÃO ELEITO,26,0.0,4800.0,0.0
32010,ANTONIO RODRIGUES DA CRUZ,SR ANTONIO DO SÃO BRAS,PRADO,PSDB,NÃO ELEITO,2,0.0,128.0,0.0
28584,YURIKA LARISSA AZEVEDO,YURIKA DA SAUDE,TAPEROÁ,PL,SUPLENTE,121,0.0,0.0,0.0
4534,HÉLIO DOS SANTOS NASCIMENTO,MAROLA,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,114,0.0,300.0,0.0
28588,VALNEY DE OLIVEIRA SOUSA,VALNEY OLIVEIRA,TAPEROÁ,PL,SUPLENTE,64,0.0,778.0,0.0
4533,EDSON BATISTA,EDSON,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,8,0.0,300.0,0.0
4532,JOEDISON AZEVEDO DA SILVA,JOCA DO CAMUCURSO,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,124,0.0,300.0,0.0
7734,LEANDRO DA HORA NARDE,LEO DA HORA,IRAJUBA,PL,NÃO ELEITO,144,0.0,650.0,0.0
4531,PAULO CESAR DA SILVA,PAULO PANINHA,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,63,0.0,300.0,0.0
28586,TELMA SANTOS MARQUES,PASTORA TELMA,TAPEROÁ,PL,SUPLENTE,22,0.0,0.0,0.0
4530,MARCELO FRANCO SILVA,MARCELO FRANCO,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,53,0.0,300.0,0.0
4529,LUIS CLAUDIO DOS SANTOS DE AZEVEDO,CLÁUDIO DA SCHIN,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,21,0.0,300.0,0.0
4528,ISRAEL ANTONIO DA SILVA,ISRAEL SILVA DA RÁDIO,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,56,0.0,300.0,0.0
4527,VICENTE SOUZA DE JESUS,DOXE CARRETEIRO,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,7,0.0,300.0,0.0
4538,ERIVALDO PRAZERES DA COSTA,GUELO DO POVÃO,SÃO FELIPE,PL,SUPLENTE,41,0.0,456.25,0.0
7735,INGRID VIEIRA SARMENTO,INGRID DE ADRIANO,IRAJUBA,PL,NÃO ELEITO,5,0.0,0.0,0.0
32075,JOMILSON CARDOSO ARRUDA DE SOUZA,BINHO DE FAFÁ,BREJÕES,AVANTE,SUPLENTE,51,0.0,650.0,0.0
28582,COSME CAMPOS DOS SANTOS,COSME DE CAMURUGI,TAPEROÁ,PL,SUPLENTE,96,0.0,778.0,0.0
4526,LUCIANO PINHEIRO DOS SANTOS,LU ALVES,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,73,0.0,300.0,0.0
4525,HEXLEIA CONCEIÇÃO DE SOUZA,HEXLEIA,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,7,0.0,300.0,0.0
32078,TELMA NERE DOS SANTOS,PROF TELMA,BREJÕES,AVANTE,SUPLENTE,10,0.0,0.0,0.0
4524,JUCIARA BATISTA RIBEIRO CARDOSO,JUCIARA,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,17,0.0,300.0,0.0
4523,ROUSEVANDRA SANTANA FERREIRA ALVES,VANDA,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,38,0.0,300.0,0.0
32081,THAIS DUQUE ALMEIDA,THAIS,BREJÕES,AVANTE,SUPLENTE,1,0.0,0.0,0.0
28581,ANAILDES SOUZA DE OLIVEIRA CONCEIÇÃO,DONA ANA,TAPEROÁ,PL,SUPLENTE,24,0.0,0.0,0.0
4535,WILKISON SILVA SANTOS,NEGUINHO DE DUI,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,37,0.0,300.0,0.0
4547,DANIEL SILVA MAIA,SELVA  SELVA,SÃO FELIPE,PL,SUPLENTE,57,0.0,756.25,0.0
32048,COSMO ALMEIDA PINHEIRO,JAMBO GARÇOM,EUNÁPOLIS,PSL,NÃO ELEITO,20,0.0,0.0,0.0
4580,MARIVALDA OLIVEIRA CRUZ,MARIVALDA DE LICINHO,CAPELA DO ALTO ALEGRE,REDE,SUPLENTE,2,0.0,0.0,0.0
28601,JOSÉ NILTON DOS SANTOS GOMES,ZEZINHO SEGURANÇA,ITORORÓ,CIDADANIA,NÃO ELEITO,5,0.0,838.8,0.0
4591,ROSIVAL RODRIGUES DOS SANTOS,ROSIVAL DA RIFA,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,36,0.0,0.0,0.0
4589,ADEILTON SANTOS DA CONCEIÇÃO,PROFESSOR ADEILTON SANTOS,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,61,0.0,0.0,0.0
28600,JOSE DUARTE SILVA,ZÉ DUARTE,ITORORÓ,CIDADANIA,NÃO ELEITO,51,0.0,838.8,0.0
4588,HERVAL SANTOS,VAL DO TAXI,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,34,0.0,0.0,0.0
4587,GILCELIA DOS SANTOS SANTANA,GILCELIA NEGONA,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,12,0.0,0.0,0.0
4586,MARCOS LUCIANO DA SILVA ROCHA,MARCOS ROCHA DOS SEGUROS,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,14,0.0,0.0,0.0
4585,EDNAIA DA PAZ PEIXOTO,NEIA DA PAZ,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,6,0.0,0.0,0.0
28599,ALVINO SENA DA COSTA,ALVINO CANTOR,ITORORÓ,CIDADANIA,NÃO ELEITO,2,0.0,838.8,0.0
4584,MARCUS ALESSANDER OLIVEIRA DOS SANTOS,MARCUS SMITH,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,52,0.0,0.0,0.0
32057,JOSEAN DA SILVA,JOSSAN LEITE,JAGUARARI,PP,SUPLENTE,241,0.0,0.0,0.0
7732,TALES GONÇALVES OLIVEIRA,TALES,ITAJU DO COLÔNIA,PSD,ELEITO POR MÉDIA,238,0.0,1147.6,0.0
4578,MIRAILDES DE SOUZA OLIVEIRA,MIRAILDES,CAPELA DO ALTO ALEGRE,REDE,SUPLENTE,1,0.0,0.0,0.0
4576,MARCLEBIA MACHADO DE QUEIROZ,MARCLEBIA,CAPELA DO ALTO ALEGRE,REDE,SUPLENTE,1,0.0,0.0,0.0
4562,LUIZ GONZAGA SILVA DOS SANTOS,LUIZ DE TOTONHO BARRETO,SÃO FELIPE,REPUBLICANOS,SUPLENTE,80,0.0,2250.0,0.0
32061,OTACILIO CORREIA DA SILVA,OTACILIO CORREIA ,JAGUARARI,PP,SUPLENTE,96,0.0,0.0,0.0
28598,JOÃO DE SOUZA ROGRIGUES,JOAOZINHO DO ESPORTE,ITORORÓ,CIDADANIA,NÃO ELEITO,13,0.0,838.8,0.0
28597,MÔNICA VIVAS GONÇALVES SILVEIRA,MONICA,ITORORÓ,CIDADANIA,NÃO ELEITO,17,0.0,0.0,0.0
